ID,target
00e1a55bf,3587815.54656922
00e332971,3327926.96667917
00e5b6b1b,5403029.86588492
00e85d5e3,3377648.23780032
00e90abfa,1671096.84869678
00e9708b4,2864215.95187178
00e9c680f,11490151.18582667
00eaa4394,3773833.49806684
00eae8832,2163053.00883618
00ebefdc0,2674347.49085996
00ecbcb1b,2012324.38725143
00ed49382,2420594.01355616
00ed87564,6284740.52245696
00ef96cfd,83273.90068906
00efe7ca3,3048408.54588598
00f36aa18,2999398.08348819
00f3fb071,2946672.65544214
00f43f548,2662615.53229662
00f4d58ec,1396353.64173111
00f56e106,2473814.04279288
00f84d8c2,2158337.04478291
00f92953b,2563897.91884144
00fa1d469,19245953.11804453
00ff96f49,3331094.14639971
0100ce0d8,4273456.67468827
0102ea9e1,2279405.80028831
0104b3af3,2919751.64623227
010672441,817244.30109648
010771ca5,4883240.18994948
0108aea9f,1377125.14326131
010a479e1,2118592.31775962
010d0a2dd,3929127.10502709
010e3cea2,2051474.53747205
010e5417b,3027030.45981934
01108a561,200583.35949771
0110cca98,1346867.63136631
011449698,4148085.96877322
0114795f0,2771176.58207987
011626c20,10803145.35694742
0117c8f27,1616216.23334434
0117dcb47,1058412.98247037
0118c34be,2102354.06275324
0119efcb9,4476819.34204188
011a58e13,2742134.76313885
011b7902b,4432812.94058841
011ca122e,2257119.84887319
012053244,1066302.37141725
0122a258e,982792.28866686
0122a4305,1906211.33222833
01230d8ba,673677.11722761
012414f4e,5291528.26249105
012452125,1509370.42748699
0124529b5,261275.59429129
012556288,3928627.28710968
01257c24c,3451056.90245314
01258b972,1735754.13260015
0125b64db,3071459.26523939
01295ef92,3824157.41629238
012a2752f,2996800.31219618
012b6ba95,1726613.14962207
012b96b58,3912517.21241174
012e881b9,2771301.14255557
012f25e94,3165784.82048239
012fa70bb,1839337.26058800
01304fc0a,3008036.00298467
013230913,3182802.77070243
01336ceb8,1926387.07202864
0133b85e7,1323886.00551700
0136f8766,2744019.94760675
0137356b9,3348711.78752044
013750184,498701.27002476
013a3f07c,4805663.32319596
013cc1c13,2916135.54186227
013e96334,2656308.44557789
013fae0b1,2101944.63978141
014076343,3206719.56320345
0140ea0ba,2476224.00564445
0143ee127,305313.44161191
014461014,2256710.35892643
01446634f,655667.63398803
014729fb2,8365002.07394403
014749c88,3305926.18097421
014787fc1,2324105.60345966
014a6143c,1131450.16603544
014af25cd,2226876.47914414
014b5797e,5345236.46632462
014badcb1,1974795.16330218
014c523b1,16340685.42762567
014e55fdb,3560192.55912072
014ea0456,2090411.98711995
0151cc525,1939121.93125835
015409983,4909401.18228155
015411bfe,3618666.80818162
01560b792,84669.40639914
0157b07da,3231931.37865682
01587bbbc,3194359.70389647
0158ba234,3807902.35736339
01590d52a,7260496.76601203
015a40790,2459973.08361648
015b07817,1359266.39770605
015fc3313,5064830.44330844
01604ee4b,5064944.71794868
016054375,2443633.93112420
01642dec0,2875504.29812677
0166ab5ea,2973496.59947306
016b405be,1710315.26861575
016bdc940,10060389.73114890
016c31d1a,338077.32532692
016d290da,7522985.33416575
016decdd2,1832503.86587080
016ee1214,7668413.95991561
016efef23,5707800.81862600
016f60448,3688682.09633797
017029678,1428958.90036876
01704d4ca,1713296.25434857
0172638ce,1737595.82749600
0173e6be5,8368239.89166876
0174ed320,1486323.16971146
017623c5c,5575775.22821858
017a4044f,1993508.49597116
017a6c7f9,2299693.31293528
017ae7ac3,2048736.54723886
017b80d83,4400637.61383077
017d9f1a4,1476994.33871648
017e22e34,2575797.95331769
017e9a902,5807221.62409847
0180f14e9,3452412.61723354
018148c57,2049820.20661460
018166b42,2632810.46157444
0181a6d0e,2720055.54494868
018283661,2265398.97063327
0183f9b32,1871346.23038640
0186cbba4,3224148.06311859
0188bc86f,3725591.05983639
01890383f,2496352.90984641
018965366,2304254.19662237
0189c8ab0,2431102.70197841
018d514a2,3544453.20155288
018d765bb,1597483.30623481
018dbbe73,1169070.92093841
018de39ca,2886156.43050865
018fd935f,7625834.92910445
018ffc9fa,2200426.30317653
019372984,1947740.43752571
01937e592,599628.93310300
019381521,1391802.66125096
01952e574,1886251.42359700
019540ad9,19942817.14009572
01955815c,3341322.42604401
0196be03d,2288863.84693910
01978c738,2888403.07573956
0197f607c,5558708.58445990
01980e862,731001.55934481
019823615,4611605.01283949
019ab3785,2209944.78430028
019c0d544,2861403.39782542
019c5ad1d,4334864.29514515
019cff829,4904712.09655904
019ed3e51,2437129.31134890
019fd88df,1639091.63642713
01a0a9e06,2748917.56126606
01a1f927c,1554008.49208220
01a4d6c6c,797568.92290861
01a697820,1368331.54024988
01a72cedb,734533.58766632
01a900d08,2403668.90453229
01a960c35,3804974.23398771
01aa854be,2629637.28016463
01ab08b6a,1230609.13509871
01ad8126b,2063805.16446912
01af69076,4171799.46283768
01aff9a04,1962845.69144231
01b128a94,3402778.04056769
01b1e697f,3604081.07800459
01b3159e1,2665157.53891432
01b342719,1756743.29873851
01b375dad,8109402.20801794
01b6d93e9,1573034.09981727
01b6e8722,797062.27477742
01b728f6c,3479044.25471323
01b784536,1736951.55114318
01b7d0580,11957401.93633395
01b7defea,1778235.49700738
01b80bb3c,1534455.56532477
01b8c1484,2702634.22765481
01bbb0d76,2241906.13461668
01bc848d9,2589041.69567491
01bd8211e,2071595.52864182
01bdda11d,3085508.42372828
01be390b4,2824931.38124253
01be6122c,6808693.03980516
01c1d1fb0,2998522.92706570
01c33d5d2,1822179.81542281
01c34e2ff,917361.82672885
01c362322,3058046.77655447
01c553e1a,3041611.78749891
01c65531d,2306880.40921817
01c6933d0,24015335.21411604
01c74c797,4531550.94249919
01c7eafe8,2302961.37541488
01c81cd35,8225750.70430728
01c898445,3845069.65722993
01c9fd3a7,2818378.07487599
01ca7113f,1150272.51896679
01cb0f6ea,4302549.67012661
01cc582f5,229975.60346949
01cca8141,1345101.75627455
01cef01a2,837002.61162347
01d10e85d,2036671.15140498
01d193713,7831250.01818229
01d2fecbe,1301672.80797412
01d38c28f,4082661.86811313
01d396bc2,3275473.73741097
01d7bfe15,1791548.20755790
01d8282f2,2293896.39672768
01d94bd22,4225251.75212134
01da2afeb,3226843.87841097
01db02cda,3036592.83706056
01dd4ee95,1256857.42877241
01dd8785b,970916.11107387
01dff0d9c,3401008.26795136
01e04a9fb,1959385.10835748
01e06a9f0,2012100.69646948
01e1970fb,3583516.19820221
01e1ee7f9,3256177.49648690
01e37465e,348660.48760744
01e38e47e,2260116.49911619
01e6618b1,5348411.56936995
01e8de681,4462509.27408897
01e9513b2,1811099.98032052
01ea633f5,3174707.94955758
01eba0824,1957451.84975574
01eca1d02,4732310.67458633
01ed1f78a,2168531.75527620
01ee29ec7,13329779.77358653
01eed81f9,2580572.70562553
01ef1d226,3012107.97517513
01f0030e3,2072547.78799696
01f15fad3,2428947.54433489
01f330ffe,3250675.20276709
01f39eb1e,699273.75533754
01f44549a,1131247.20483132
01f5a652b,1903721.97171251
01f889c84,5504337.06576548
01fa9c31e,2659104.93548341
01fd4e7e9,1871948.10794579
01fde1134,3033633.07205782
01ff14471,4497901.71805729
01ffa7fbe,3337199.72641192
02001f60c,2967825.08855921
0201ea0a0,2258929.20367464
0201fe232,2422948.56256091
020699f8e,2256570.66466507
0206a24ce,6494647.11032211
0206bfd06,5902483.05267834
020741219,2776102.42850752
020816bdb,1777249.53477149
0209a7570,4131826.08691035
0209bf7b8,1703956.73093820
0209d2fd2,2967816.42382515
020b294bd,2505379.60101449
020b5b442,4728384.40327532
020bd2d15,2471423.77327616
020eaebb2,3054008.78097135
020ed0585,4338453.49858109
020f67b89,3646215.10735296
02118146a,1145202.52295559
0211c154c,4484218.27596585
0211f9abc,2908729.99006383
021257ae5,6390214.45869961
02135d6ab,2457484.76696918
02170db23,1443620.41191468
02180e987,1456367.32637529
0218218c1,12574550.41044308
0218cd3d7,1864332.96234074
0219f8398,2685345.88366007
021aee575,871651.17172291
021bd4dca,4325604.74271149
021da9216,565344.66797540
021ebd418,2074223.45297652
021fd795a,2663447.40537005
02223cd36,3411227.69159800
0223c16c1,1182079.46767612
022678dd2,1984458.87456559
022792b0a,4067062.22207313
022804284,1906535.21188417
0228aa82d,1867984.42609749
0229e75c4,2111479.15178919
022a8c2f7,8838982.34692583
022cb2631,1379725.55632422
0230d4064,12277460.41375044
023377ebc,3438343.45181920
02342e4f7,1671145.76641060
0235e2eab,4166172.09748681
023990ec3,2327116.68501168
023ac9a3c,3599053.25381645
023b81381,2608839.65358704
023fa6bf0,3518761.30750209
024078072,1182059.77526418
0241d1cc7,2016808.69951446
0241dbd70,3126408.40996010
02423aea3,1850238.22778296
0242e62ca,3360947.12563085
024306e5d,2190681.45942309
0244ca2e6,1108851.60440144
0245590f8,627514.19151043
0246d6ee2,3512001.36980413
024739c7d,864523.32583122
024766f47,2076303.41507739
024813220,1544151.56787242
024890eac,1923349.06464999
024c65d46,2469573.36898960
024c8f9db,2081277.90901054
024cbb5b4,2495682.32146173
024d9058c,1993522.62332303
024fe32af,2032674.95774865
025045845,4980406.57190526
0250eb809,291422.81576440
025179e5e,2988786.72616992
02537cf5e,3664274.52702036
0254223d8,5184028.68011375
0256c0b0e,15158104.12335771
025774ca3,3815508.06438492
025786cb9,3368033.43494360
0257e2b97,2195840.69880509
025994da9,2665448.71104644
025a2f31f,2459037.42297049
025a544da,2550537.34040065
025a96ed9,3089111.18001160
025abdc92,5801042.70285868
025ba7d70,2546811.20685209
025c222b3,3296765.24001376
025c7bb5f,1674543.46690506
025e5d770,2277647.05210913
02635ccad,2611439.11568497
02648787c,6033948.86704127
026756d03,2338922.01481085
0267a271c,3203169.10333505
02681ecec,3087074.11796856
02697d7c3,4026842.95666650
0269a6f71,4411252.59060403
0269d314c,4127925.18883028
0269dba28,2009049.68453858
026a61d88,916142.64456528
026aeaa2c,3472339.08603907
026b02a83,2703863.07235527
026baed22,1934530.06210528
026c4e17b,3236327.90263463
026c5991c,3751687.39116646
026cf59d9,871101.13301514
026cfc392,406289.48311360
0270a390f,2221394.24150921
0270be3af,3161255.67615739
0270e156b,1170773.91519251
027124809,2879679.36522051
0272c405a,8434030.30029364
027400cb8,1776105.83591776
0274ce8b8,1838269.92424592
027769b10,3207793.49063347
0277d96d0,3503649.18602955
027a21566,2204753.36927182
027c75423,11579380.42474983
027cc80a8,2770936.44977131
027d5aea6,3322921.30610223
02865c5ec,1242230.01493329
0287280ba,3788201.69958688
02898064e,3018057.15180321
028988631,2534876.16300760
028a5c0d4,3388173.11075688
028da53a4,952122.36624151
028ee267a,2969236.80836186
0292f2fc5,3718336.34969259
02975edfa,2582278.08354385
029a9db2e,2480591.01043514
029b14b56,2459162.81115516
029bbe7d3,3566672.94933082
029c1e398,652603.51074379
029da4b41,1441387.96554464
02a0c1918,2882607.93528609
02a2a1bdf,3511503.32375558
02a2c00e0,1970859.14251753
02a31514c,3153493.79004023
02a3dc04d,3695051.68113751
02a565b91,1935637.74915413
02ac98fd5,3358272.52175962
02adff31a,8199428.75463186
02affe93a,1936197.31493259
02afff518,2124484.39672068
02b000198,293195.20357159
02b0b4bae,4147097.95605712
02b0c3fdb,2020328.55091863
02b220cf1,4275614.43363392
02b25ade0,8029332.92091443
02b413bb1,6522326.71071252
02b4aaba1,11256008.65361753
02b67ff32,2161707.91282352
02b71a6b2,4470257.76272524
02b79188f,4233077.02685250
02b8961fc,4070443.72311714
02b96ff6c,3432145.31294215
02bad4594,2478611.21575335
02bbd7b9d,2682826.47106529
02bcf8e90,1615755.52713921
02bde66d2,3001659.97405180
02bfe3c59,2636977.37875244
02c119238,2993372.87142879
02c16cb74,1771733.95444522
02c475e65,3310985.67134018
02c4d224b,3795059.88494805
02c6d9700,2482095.12285593
02c74523d,5875045.81786110
02c7c5e05,3131032.22528033
02c8a1f80,186058.03491189
02c8c7175,4682737.24898105
02c91d25d,3638081.34391009
02ce4321f,1445321.60320099
02cfae275,3555084.78202047
02d07cb78,4788974.57036968
02d147e50,1972281.26716809
02d173c38,2835290.53999661
02d1a1e82,3713768.96505709
02d2dc64c,2326841.19238000
02d3dcc5a,4258021.17332453
02d67ed4c,3347159.98726405
02d682de1,3015039.84657982
02d72b46d,698211.11886946
02da114c7,1389637.90057002
02da41c7e,2403262.06562253
02dad771a,3571405.33203774
02db2bb9a,118349.83523353
02dc20d11,2516779.17759852
02dc3b94d,1188037.32748370
02dd17f6f,3403293.83392176
02deaaed6,1364942.44795159
02dfd3b7c,1385511.41285778
02e0b923c,5997284.85796076
02e23559a,3538964.99761482
02e2acbaa,1779231.60414940
02e5349d9,1309728.29231663
02e6bbef5,3939732.03254952
02e7849bb,2261611.83163953
02e80faad,2677688.49726064
02eaec8f8,3570587.92096137
02edb9180,21247244.06103870
02ee21874,8352423.70502052
02ef3cdc7,2925855.54624943
02f18ce31,3869967.08068810
02f20fa4a,3268656.28839687
02f492e98,2550597.61878239
02f7d06a3,3405783.69461107
02f8c9d39,4553065.23157402
02f928f97,6794051.44812203
02f97eb4f,1194608.98161483
02f9cc844,3563559.49204745
02f9f46ac,833246.33560872
02fb07a76,388167.84377774
02fb4683c,3003758.19122996
02fd708e8,4117947.12557717
03026bfdd,1774621.13458376
0304186ba,2596018.37440914
03052941a,1988236.60463292
030553c29,1015950.83309550
0306f5c13,4273958.88459968
03078adf4,3239186.37847728
030a2297c,1100270.42515640
030b9a986,3847681.67779208
030bbd54c,2356322.90697363
030d81f86,3137559.73420121
03101eca5,3253050.83202636
0311bb483,3576871.71568961
03121027c,4477392.64773377
0312ea7f8,1379454.68792480
0313323d7,1861089.29786433
03148fa17,2371792.08751909
0314aa65d,11824012.07290317
03156f66a,1300430.66465954
031775c5a,3738819.34664968
0317cd26f,2290557.95117156
0317dc1c8,1329144.40937174
031959763,2759102.38657615
031961e5e,1863654.35205388
031a6f52d,2938374.66423541
031af41a0,2249185.36505752
031be3013,2996608.92583083
031c054a3,1877414.17510795
031e02d13,2454121.30073463
031fe6025,2995166.30419168
03226e167,8718034.42117217
032313121,2945309.66930089
03252fdf8,1754684.84523502
0325ef5e3,1510553.91445318
03278afaa,3773424.85884898
0329abefe,1454108.73781567
032b82f0c,5841658.20037502
032cb3413,1713153.72965384
032f7abe9,2350189.19767198
032fd3cf7,2398352.29215172
033135e05,13372323.24080559
03316e7c8,1349942.65337166
0333c53fa,396079.54921492
033611b09,7565052.56887701
033656403,1944958.22065014
0337427ab,5856645.84306840
0338d1fb6,2510624.60830610
033948435,22517503.98635449
033b70fcb,2432750.45711338
033d3323b,2455811.92507777
033db5f65,842999.68478970
0341af76c,1525212.94890334
03434b4b4,2872404.52480994
0344e4977,5990792.27767048
0346fb76b,4956748.52102883
034ad33d6,19189141.14960280
034af5dae,2492771.40525029
034b70bda,3153679.82650255
034f2607b,554943.34283488
034f28339,3878409.46778923
034fb173b,2821830.24005260
03504923d,11290009.85749022
035226e6e,2392674.98098626
035585d5c,2297515.31805324
035643e2b,2285103.93076563
0356dfccd,2677804.83646537
0356fc880,2634313.32046152
03578cd16,2095694.81184032
0358c22f6,1753749.06949354
035a91cf2,3191327.55000460
035b789d2,1502296.97818005
03610ecc7,1485538.12990084
03656e62f,4509693.01295227
0365b7b3a,2939616.00961016
0365f0a9f,3610541.54890468
0367cb231,2144397.91482909
03687090c,3646359.08113907
036b2dd1e,2971570.28616087
036f3dd40,2789386.49740778
03700787a,6301286.23692006
03705c6ef,2909824.05769614
03722e7be,7735636.41281519
037248721,2238336.03749618
037269293,2122426.08766113
03782136e,3208706.00167982
03796cf0e,2151959.13556476
037dc14e7,2059507.40875863
037ec2166,6692548.03081924
037f61da3,7942215.98253261
0380c62db,6368818.45647013
03857cb43,3322435.99092169
0387bf802,1762141.69037392
038838fee,2766863.62809819
0388b0dc1,5036267.82753297
038ad1732,2926330.33704572
038b7c09a,2835295.27379433
038c061e1,6435349.68798243
038da9843,6298637.60552994
038ded2fe,1863172.87518333
038f623c2,1871843.61670956
039105297,1689148.05292279
0391c19bf,2850192.10649822
0393e0694,3873864.52910186
03949736d,14315468.76287836
03959e9a9,4433576.74981344
03968aeb0,2048804.31263614
039a844b4,2502565.90985203
039e289ac,2338289.70159973
03a062fbb,2239497.16712963
03a4623d5,3382861.85414504
03a546322,2914048.78713579
03a5c6003,2053440.72454332
03a5f4351,1049871.69217788
03a81c915,4033254.57125141
03aaf818c,2789934.82076174
03ab8fc70,2500434.46030426
03aea7af1,5849531.91272009
03b10328e,3336022.61093995
03b27dded,2674623.58678097
03b46ad5d,1923973.78490915
03b4b4a3e,2123695.19194611
03b67d81b,5235330.17034473
03b6c19da,3533499.30252155
03b835ca7,4345642.35648847
03b882553,3610433.94309146
03b99b5f9,2457002.05671233
03b9a2af2,2597675.02387320
03baf448a,6810685.25848856
03bedbe9d,2281858.24323838
03bfd20b9,2139025.90470922
03bfe3bc5,430599.33367914
03c18ac69,1457856.94848747
03c27a2bf,1534244.86954892
03c760f76,2399884.96043524
03c8caae7,2508382.12419940
03c9a65f8,3589662.61498476
03cdb39c1,1767877.88980530
03d4bd5b8,2608816.86801548
03d73e9c5,1910464.10694432
03d854501,3469597.75512072
03d893c26,1034236.45741727
03da7d69e,2559303.33402908
03db05222,1694836.45216445
03dc6875e,740221.80620467
03dfb0bd7,1359896.79273953
03e09458b,3088556.52771354
03e10ddf7,2358133.32244506
03e28b99f,1583647.04190444
03e58b888,2830954.52848488
03e592e94,3601411.38944995
03e755a97,3466504.96460367
03e78798a,4949069.84600472
03e823704,2945395.29134922
03e882a88,3951451.89366223
03e897c29,1384322.57425732
03ebad6bc,2503154.59941159
03ebf5ecf,407938.33730465
03ec3ab4e,466349.76467913
03ec5eed1,5064054.71343568
03ed5c911,2996045.61924123
03ed976ab,3506164.35608134
03ef34c90,2260537.19214240
03f203cfa,1834262.71368543
03f3c8c46,2388594.33013720
03f492c31,1774939.81335117
03f5b5e4a,2437546.01854363
03f6822ee,4739780.71633199
03f6de512,1898307.22333082
03f73ef0e,5526646.08376791
03f74f010,3389533.93019625
03f82bc6c,4728997.94307976
03fa0306c,1905551.07705614
03fc7fa27,1028411.93601473
03fe6e716,4374098.95219652
03ffe3f49,4910788.49823151
04023973e,2221036.31782896
04042f2d4,4736152.19125891
04045c3a4,2911566.24187628
0404fb8e2,2404023.42603911
0406e6e47,3766113.02060123
040951939,4504785.20339859
0409890f8,5291389.96534693
040ca2949,1998361.73286923
040f6b98c,2156558.48257435
040fb51e2,2657050.71574502
0411c1468,3442306.09565398
04127fa80,3712162.03216586
0412f421d,1903044.77630101
041346d0f,2391410.50788570
04137899d,14621701.47568244
0419a598f,2563958.29394643
041abacf2,1785319.63254562
041ac253e,901341.48936016
041ae628c,2243016.35981200
041b2eaa1,754458.95397688
041d211ec,2229739.74672901
041d6aa88,1935961.72910982
041e0fa5a,2475032.74154973
041fec996,1915732.71014766
042091615,2673726.37627615
0423774bc,3820278.67788519
04245c9ab,3091296.01155803
0425713aa,388083.17676769
042576594,3283019.41741757
04258a134,2524149.14425716
04290d6e3,2345633.30580358
0429ef94f,7316218.44012265
042acad39,1360292.92012012
042b75b8b,2892016.10537612
042b8215b,11885333.04002284
04305a384,1850869.31025698
04314d3a3,1428819.68985590
04315db05,3010517.06055708
04345543a,2655099.16554167
043593500,3081812.06409222
0436f2c86,3728448.77685389
04370ab18,2400796.29649367
0437281f5,2736898.07789388
0438dc28d,3131241.40613319
043be1af1,2340852.26463168
043c23fbe,841496.04606456
043dce29d,3297933.60382328
043e4b825,3591506.61977916
043f5244b,2490742.93091468
043fd2e42,3304166.16530065
0441a98fe,5637726.78201048
044541178,2025358.53902014
04457b1e5,2879914.73756346
04462ec86,4765346.64389459
044683ae6,1403135.97093930
0448aa36f,3240191.22133547
0449d0137,2518935.18186049
044b95f86,3464519.52985509
044b97b6c,2140193.75718031
044c7fd20,5034313.37341993
044c8dfd9,2651314.22684865
044d8ee8d,902944.07494689
044eb2751,748805.92253682
044efc778,2835741.91460160
045082aa1,2670087.61557518
04518a146,1654056.35829738
045239fe8,135634.24410751
0453a3e09,3109880.65882908
0454417ec,9802503.72215920
0454de019,1562170.16143589
04562691c,2431722.40291080
0458a04a0,2637229.57478755
045901f6a,4736616.97643247
045986d3a,2881009.69007203
045bce540,1178685.43231638
045ce5b8c,2241606.32676654
046021d41,2676054.87457110
0462e36a5,5299047.41644813
046526fe2,3660350.29706672
04655596d,2475784.69400542
04658f5b6,3966957.68643040
046692f4b,1380439.29846885
046868511,1104728.89075629
046892828,637861.23055703
046b3d7ef,6238545.02530717
046c924e3,1086020.94144688
046e2664e,2892030.64402380
046e3b5b4,7188057.80937301
046f20f0d,3595588.71218066
047157871,3362151.92183105
04722b965,2797512.58864722
0478dd0a3,2627550.38379888
0479371c3,1597199.96436784
047ac78ea,1542965.77576905
0481e6914,243032.33125369
04822e352,3450432.43240995
0483111ba,3014412.79078085
0483794aa,2483522.96994453
048443c83,3031163.34223782
04847c5ea,2920915.95801764
048658031,2329605.40008124
048694692,8488279.43753298
048712c35,687211.87176696
048b1b81c,3108429.13416796
048def5ee,2475519.49823914
048e4e5ce,3341944.52606723
049036175,20028963.07108920
04905d5d0,4695254.93039341
0490bce2f,2823703.67853801
0492364a6,3845195.58248954
0493c1057,1571640.52587616
0494cbc16,2982486.58062526
049670925,2758007.40645814
04998f537,2755110.13727251
04999528c,1051216.67751759
049a35c33,3986525.18622892
049a8e3e5,2588319.94002002
049ab0d4d,1062419.98876701
049b66c17,1150123.68942435
049e17289,552032.55103741
049e7e088,2130250.33975279
04a049e48,1117859.83843825
04a095504,2144333.23345257
04a105753,2801566.06098054
04a231167,2390560.92415893
04a3c6d21,1740594.06246493
04a5a539f,3592117.44326010
04a746dc8,1670437.54891846
04a992add,1284037.64766566
04a9e4aeb,2529291.45766959
04aa2e15a,2907392.63884509
04aa6b5fc,2555550.05200945
04ab00450,780772.87934224
04ab1de8e,8855174.17527045
04ad57b6d,3693449.75669912
04ae21348,1688503.54341373
04af5fa34,2623411.90641290
04afeb8ac,5974526.68707359
04b0e1550,1139294.36079751
04b1ca833,2145288.20112675
04b2cb591,2157080.71060204
04b2d3d86,3788567.64893180
04b432011,509276.55487409
04b44859f,2201939.30394599
04b56ec7a,2172231.38745177
04b7f99d1,4960892.64786136
04b9581f6,1867756.78107435
04b98c616,890997.43629790
04b993254,2204209.02941523
04ba2dd27,826483.01839759
04bfe03f9,3701904.22181956
04c147ebb,1646962.55873763
04c1c0844,3472609.60899177
04c1c5c42,1254729.58448381
04c26c79a,1507219.28392217
04c361aa2,12272757.44679103
04c458cd8,711930.53141243
04c59d3cd,2188853.01845357
04c5e1daf,3733288.00714852
04c82f4d9,2076950.77283785
04c84a436,1825919.40197970
04c9f9d02,2644496.50423344
04d0d5de5,932984.95432660
04d1b813d,574060.37991013
04d3f5d25,1847939.75607732
04d4c2c11,3690986.54133104
04d57e1a7,2566109.79624989
04d908feb,6218743.81149454
04d9847b7,1633715.74614054
04da1b767,3505793.01820986
04dd95d2a,943214.79182184
04e249294,1322981.79990403
04e2ae28a,2448812.49854992
04e475e3c,3344754.46380443
04e66db1f,1917873.15921633
04e766b04,2253492.72724475
04eabddee,2627461.93286788
04ef0742f,889652.12346023
04efed9db,5792540.50713403
04f1d9979,579622.59262195
04f1ed5f5,1162228.34402960
