ID,target,prediction
1bf29b373,2600000.00000000,1336670.13157993
1bf5355f7,10700000.00000001,594819.61573595
1bf546123,4464000.00000000,5980273.33177452
1bf991897,2000000.00000000,760648.94826309
1c24d9778,2200000.00000000,3204559.86047107
1c2abdc76,1432000.00000000,1950063.49487444
1c468f019,2850000.00000000,2300493.96255506
1c973eb4c,780000.00000000,1301189.73216225
1ca047fe9,200000.00000000,744180.03271890
1cc560e54,6000000.00000000,2113148.69834233
1ce8e1cd0,24000000.00000000,3296651.00017647
1cfe0853f,4000000.00000000,3773794.07940076
1d063a198,88000.00000000,174203.23061354
1d38c946c,3702000.00000000,3607328.81909654
1d45c1732,1900000.00000000,5682279.89414960
1d5579a73,950000.00000000,1608426.13366078
1d6b68c22,11549000.00000000,10366728.86915300
1d6c71212,11200000.00000000,3795304.37042747
1d73fc433,100000.00000000,777547.58362824
1d778bbac,1733333.34000000,2458259.41077151
1d7797f00,4600000.00000000,1282414.78942602
1d7b2c8a7,1000000.00000000,2296104.99863412
1d9d69586,4000000.00000000,5556629.22569853
1da1c06c1,2361200.00000000,2840514.58859741
1daca90a8,5000000.00000000,10129308.14542892
1ddb43b56,4450000.00000000,990676.86742522
1dde4804d,300000.00000000,316848.51154469
1ded1e01e,3666666.66000000,3788398.14990488
1dedfdbac,22000000.00000001,26591431.32535860
1df3ca92e,296444.44000000,904998.59606366
1e0338dcd,4000000.00000000,7798689.32821819
1e1d8d90e,2800000.00000000,3643771.53136037
1e2f34688,20000000.00000001,8683852.35088358
1e3045c18,113333.34000000,1309869.99811383
1e36dc609,4600000.00000000,1395085.78046723
1e49872f3,1190000.00000000,1611270.10479213
1e4fc3c40,36000000.00000004,2881399.37918969
1e5f31318,377000.00000000,1403416.92795299
1e62607ab,1233333.34000000,677729.89099425
1e6b7b391,4870000.00000000,1242344.39894817
1e70871d7,142000.00000000,485887.60471685
1e8655d44,1500000.00000000,4518993.15733884
1e872ba44,3000000.00000000,3098392.32403887
1ea13e5d4,174000.00000000,2076312.00782535
1ea7f5723,58000.00000000,333176.30658509
1ebc766ed,4000000.00000000,4747313.12280011
1ec133eac,30000000.00000005,1991889.92188894
1ecd8ba97,10000000.00000000,4571773.72810909
1edbf27ba,50000.00000000,134733.02393261
1eea651ed,123000.00000000,167556.00622997
1ef05eb96,33333333.34000000,33007510.24442953
1f1f8f0b0,2000000.00000000,3908605.52085074
1f2587bea,16370000.00000001,3262737.68793201
1f2a4dc5e,150000.00000000,748050.67204477
1f2c0b413,8000000.00000000,12806707.59958356
1f2d8d285,5300000.00000000,5272697.57704586
1f348d898,20000000.00000001,4319388.31115419
1f4ce0d39,2690000.00000000,5252007.02826069
1f55f007a,2500000.00000000,1380819.19324853
1f7fbf3f9,100000.00000000,396757.40465024
1f8049a79,803000.00000000,256298.08519303
1f81be9eb,10000000.00000000,4721445.84346196
1f88b478f,290000.00000000,4426964.89463601
1f8cc6b2e,1000000.00000000,2843326.79140704
1faae520c,800000.00000000,732908.44608722
1fac1f129,4000000.00000000,1196889.41518348
1fc4260ed,400000.00000000,1844597.41950572
1fd0de5d7,6000000.00000000,1909025.91283134
1fddfdcb6,8300000.00000000,10845020.00887690
1fde53b81,10000000.00000000,6287864.51826459
1fe1c499d,6100000.00000000,4005121.48881604
1fec49750,30000000.00000005,2901639.44261896
1ff2124f7,50000.00000000,1179602.33610748
200d280f2,1050000.00000000,2735063.38236752
202d9a59a,8000000.00000000,3787549.14571810
2057cfe41,12000000.00000001,2409415.90555405
20768e427,50000.00000000,171755.68718240
207aa2662,5000000.00000000,3526601.29016039
207be7529,10000000.00000000,5533766.12370240
207d02e64,3422222.22000000,479105.54498313
209558f2d,20000000.00000001,26926534.27297622
20a9ce847,2520000.00000000,4908045.84189981
20aa72e20,300000.00000000,1590257.25079324
20b56724d,118666.66000000,183422.85096882
20c0383b4,57333.34000000,4105689.46922382
20ca467ea,400000.00000000,5488744.66194301
20e04521a,20000000.00000001,6579531.37289557
20e1c7d3f,4000000.00000000,3186640.53386945
20eb12e4d,11366666.66000000,4139698.41486157
20edaa019,200000.00000000,304470.71877537
20f356a24,12000000.00000001,1851083.84506061
20f53f3d7,10000000.00000000,14693347.72369073
2108e8f98,400000.00000000,1348731.77192804
210d8e7b9,7000000.00000000,2396529.95625054
2115fae97,1550000.00000000,2255170.22721538
214c91c64,866000.00000000,963796.91091198
215895e0e,12580000.00000002,2528237.89330746
215ec1b11,60000.00000000,321956.91565128
217f330e8,3225000.00000000,2722854.57190829
21845d030,3000000.00000000,8012179.34013097
218681ee8,20000000.00000001,10885598.37074158
219d1219c,10000000.00000000,4420768.89383330
21a005717,2000000.00000000,1786592.28529837
21c2eae29,8596000.00000001,3407119.70439576
21c3212a6,230000.00000000,246517.13188744
21d89ba5a,738000.00000000,650872.71715006
21f574bbd,23666666.66000003,10175625.65607573
2221f5277,700000.00000000,1233635.44593502
222534cca,400000.00000000,432246.33915832
223460a29,5000000.00000000,278702.06691059
2237b620f,2800000.00000000,1583088.75599978
225b010d0,100000.00000000,450944.13735586
226841137,185000.00000000,995856.99402233
226c12d98,3690666.66000000,2433357.28555207
227d78eaa,266666.66000000,334511.40015248
2288a98ad,3400000.00000000,1144642.81653795
2295c9ae3,10000000.00000000,7966755.79232788
22ad66f80,3043333.34000000,667580.28154433
22b060e4d,300000.00000000,1230999.27618626
22b43e842,2000000.00000000,8157582.79707445
22b5448e5,10000000.00000000,7867960.20445376
22cd3d13a,3743666.66000000,3260259.72417670
22f6e346e,30000.00000000,683691.88351323
22ff07fcc,1000000.00000000,265502.85702711
2310af264,350000.00000000,1333856.46669787
23284128a,1650000.00000000,1463566.61066703
23366aeb1,30000000.00000005,6971816.98009594
233a45493,6000000.00000000,5956778.77584963
233b63ca6,200000.00000000,171299.47781073
23584ecf2,1500000.00000000,875694.74713848
235a24ca0,5400000.00000000,5798685.61840446
235f5a1e8,17997500.00000000,9444018.29412140
23644a417,650000.00000000,2694042.64897004
237a22a48,805333.34000000,2557704.25538661
238c9f64b,4000000.00000000,5409709.08714778
23a817a32,36000.00000000,192399.44184225
23ae9c56e,9301000.00000001,1247018.87939535
23bdf6d70,11000000.00000001,4573770.05494377
23ccc782e,4760000.00000000,2177881.09384637
23d8267ea,12000000.00000001,18122269.85885544
